GrantId,PersonID,Role,YearofBirth,CountryofBirth,HomeLanguage,DeptNo,FacultyNo,WithPHD,NoofYearsinUniatTimeofGrant,NumberofSuccessfulGrant,NumberofUnsuccessfulGrant,A*,A,B,C
2902,80737.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2298.0,46.0,Yes ,more than 15,0.0,0.0,0.0,0.0,0.0,0.0
2903.0,67037.0,CHIEF_INVESTIGATOR,1950.0,Eastern Europe,,2563.0,25.0,Yes ,>10 to 15,2.0,6.0,3.0,5.0,15.0,3.0
2904.0,641012.0,CHIEF_INVESTIGATOR,1975.0,,,2853.0,25.0,,>=0 to 5,0.0,1.0,0.0,2.0,0.0,0.0
2904,21732.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2853.0,25.0,Yes ,>5 to 10,0.0,1.0,0.0,0.0,0.0,0.0
2906.0,38697.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2778.0,25.0,,,1.0,1.0,3.0,4.0,0.0,0.0
2906,15777.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2778.0,25.0,Yes ,>5 to 10,0.0,0.0,6.0,2.0,2.0,0.0
2907.0,73882.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,2713.0,25.0,,Less than 0,2.0,1.0,5.0,7.0,4.0,1.0
2907,2982.0,CHIEF_INVESTIGATOR,1950.0,Eastern Europe,,2668.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
2907,68502.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2538.0,25.0,,>5 to 10,0.0,0.0,15.0,10.0,4.0,2.0
2907,140417.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2668.0,25.0,Yes ,Less than 0,0.0,0.0,0.0,0.0,1.0,0.0
2907,498427.0,CHIEF_INVESTIGATOR,1970.0,Great Britain,,,25.0,Yes ,>=0 to 5,1.0,2.0,1.0,7.0,5.0,0.0
2907,55437.0,CHIEF_INVESTIGATOR,1940.0,Great Britain,,2668.0,25.0,Yes ,Less than 0,1.0,8.0,0.0,0.0,0.0,0.0
2908.0,79022.0,CHIEF_INVESTIGATOR,1945.0,Western Europe,,2713.0,25.0,,more than 15,3.0,1.0,29.0,26.0,9.0,2.0
2909.0,85862.0,CHIEF_INVESTIGATOR,1950.0,Western Europe,,2728.0,25.0,,>=0 to 5,5.0,0.0,0.0,3.0,11.0,3.0
2911.0,71727.0,CHIEF_INVESTIGATOR,1955.0,Great Britain,English,3268.0,31.0,Yes ,>10 to 15,0.0,1.0,7.0,16.0,24.0,3.0
2912.0,696062.0,CHIEF_INVESTIGATOR,1980.0,,,2763.0,25.0,,Less than 0,0.0,1.0,0.0,0.0,0.0,0.0
2913.0,40572.0,CHIEF_INVESTIGATOR,1965.0,Asia Pacific,Other,3073.0,31.0,,Less than 0,1.0,0.0,4.0,2.0,1.0,2.0
2914.0,28607.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2763.0,25.0,Yes ,>5 to 10,3.0,2.0,3.0,12.0,9.0,6.0
2914,69032.0,DELEGATED_RESEARCHER,1965.0,Australia,English,2538.0,25.0,Yes ,>=0 to 5,2.0,5.0,0.0,0.0,0.0,0.0
2914,67282.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2578.0,25.0,Yes ,>5 to 10,0.0,2.0,5.0,3.0,5.0,5.0
2914,5232.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2578.0,25.0,Yes ,>10 to 15,2.0,1.0,6.0,3.0,4.0,3.0
2914,19287.0,CHIEF_INVESTIGATOR,1950.0,Australia,,,25.0,Yes ,>5 to 10,2.0,0.0,5.0,4.0,3.0,2.0
2914,6292.0,CHIEF_INVESTIGATOR,1965.0,Western Europe,,2578.0,25.0,Yes ,>=0 to 5,1.0,0.0,1.0,1.0,2.0,0.0
2915.0,82892.0,CHIEF_INVESTIGATOR,1970.0,Western Europe,,2053.0,19.0,Yes ,>=0 to 5,2.0,0.0,92.0,7.0,5.0,2.0
2916.0,39277.0,CHIEF_INVESTIGATOR,1950.0,Asia Pacific,English,3273.0,31.0,Yes ,>=0 to 5,0.0,0.0,0.0,5.0,2.0,1.0
2916,22077.0,CHIEF_INVESTIGATOR,1955.0,Western Europe,,3273.0,31.0,,Less than 0,0.0,1.0,0.0,0.0,0.0,0.0
2916,31972.0,CHIEF_INVESTIGATOR,1960.0,Australia,English,3273.0,31.0,,Less than 0,0.0,0.0,7.0,2.0,4.0,2.0
2916,16227.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,3273.0,31.0,Yes ,>5 to 10,1.0,0.0,5.0,1.0,7.0,5.0
2917.0,5967.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2923.0,25.0,Yes ,>5 to 10,0.0,1.0,0.0,3.0,7.0,3.0
2917,54322.0,CHIEF_INVESTIGATOR,1960.0,Eastern Europe,,2923.0,25.0,,Less than 0,0.0,0.0,0.0,0.0,0.0,0.0
2917,73757.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2923.0,25.0,Yes ,>5 to 10,1.0,1.0,3.0,5.0,9.0,3.0
2918.0,1797.0,CHIEF_INVESTIGATOR,1960.0,North America,,2678.0,25.0,Yes ,>5 to 10,4.0,13.0,0.0,9.0,7.0,0.0
2919.0,23997.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2628.0,25.0,,Less than 0,3.0,1.0,17.0,10.0,5.0,0.0
2921.0,144267.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2763.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
2922.0,30072.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2523.0,25.0,,>5 to 10,0.0,0.0,0.0,0.0,0.0,0.0
2923.0,67647.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2678.0,25.0,Yes ,>5 to 10,3.0,8.0,11.0,10.0,9.0,4.0
2923,105342.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2678.0,25.0,Yes ,>=0 to 5,1.0,2.0,0.0,0.0,0.0,0.0
2924.0,78967.0,CHIEF_INVESTIGATOR,1955.0,Western Europe,,2728.0,25.0,Yes ,more than 15,4.0,0.0,5.0,6.0,4.0,2.0
2927.0,289542.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2883.0,25.0,Yes ,>=0 to 5,1.0,1.0,0.0,1.0,3.0,0.0
2929.0,10477.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2628.0,25.0,Yes ,>=0 to 5,1.0,0.0,5.0,5.0,1.0,3.0
2930.0,120797.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2948.0,25.0,Yes ,>=0 to 5,1.0,0.0,3.0,2.0,1.0,0.0
2930,68622.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2853.0,25.0,,more than 15,0.0,0.0,0.0,0.0,0.0,0.0
2930,25247.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0
2930,4102.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2948.0,25.0,Yes ,>10 to 15,0.0,1.0,6.0,12.0,8.0,3.0
2931.0,73402.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,3268.0,31.0,Yes ,>5 to 10,1.0,2.0,4.0,10.0,5.0,1.0
2932.0,18377.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2923.0,25.0,Yes ,>5 to 10,2.0,2.0,2.0,0.0,8.0,2.0
2933.0,73882.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,2713.0,25.0,,Less than 0,2.0,1.0,5.0,7.0,4.0,1.0
2933,2982.0,CHIEF_INVESTIGATOR,1950.0,Eastern Europe,,2668.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
2933,68502.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2538.0,25.0,,>5 to 10,0.0,0.0,15.0,10.0,4.0,2.0
2933,140417.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2668.0,25.0,Yes ,Less than 0,0.0,0.0,0.0,0.0,1.0,0.0
2933,498427.0,CHIEF_INVESTIGATOR,1970.0,Great Britain,,,25.0,Yes ,>=0 to 5,1.0,2.0,1.0,7.0,5.0,0.0
2933,55437.0,CHIEF_INVESTIGATOR,1940.0,Great Britain,,2668.0,25.0,Yes ,Less than 0,1.0,8.0,0.0,0.0,0.0,0.0
2934.0,64807.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3198.0,31.0,Yes ,more than 15,3.0,1.0,16.0,7.0,18.0,4.0
2936.0,68782.0,PRINCIPAL_SUPERVISOR,1960.0,Australia,,2728.0,25.0,,>10 to 15,0.0,0.0,1.0,5.0,1.0,2.0
2937.0,115407.0,PRINCIPAL_SUPERVISOR,1970.0,Asia Pacific,,2878.0,25.0,Yes ,>=0 to 5,0.0,1.0,45.0,8.0,34.0,15.0
2938.0,14612.0,PRINCIPAL_SUPERVISOR,1950.0,Australia,,2713.0,25.0,,>10 to 15,0.0,0.0,58.0,18.0,12.0,5.0
2940.0,17367.0,CHIEF_INVESTIGATOR,1960.0,Asia Pacific,,2523.0,25.0,Yes ,>5 to 10,0.0,4.0,3.0,1.0,6.0,2.0
2941.0,115407.0,PRINCIPAL_SUPERVISOR,1970.0,Asia Pacific,,2878.0,25.0,Yes ,>=0 to 5,0.0,1.0,45.0,8.0,34.0,15.0
2942.0,82547.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2713.0,25.0,,more than 15,1.0,0.0,28.0,50.0,11.0,7.0
2943.0,66737.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2763.0,25.0,Yes ,>5 to 10,1.0,1.0,0.0,4.0,7.0,6.0
2944.0,7302.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,0.0,0.0,3.0,2.0
2944,2907.0,CHIEF_INVESTIGATOR,1970.0,Australia,,1258.0,34.0,Yes ,>=0 to 5,0.0,1.0,0.0,3.0,7.0,5.0
2945.0,76297.0,PRINCIPAL_SUPERVISOR,1960.0,Australia,,2713.0,25.0,Yes ,>10 to 15,0.0,0.0,20.0,22.0,11.0,2.0
2946.0,85862.0,CHIEF_INVESTIGATOR,1950.0,Western Europe,,2728.0,25.0,,>=0 to 5,5.0,0.0,0.0,3.0,11.0,3.0
2947.0,32822.0,PRINCIPAL_SUPERVISOR,1960.0,Australia,,2563.0,25.0,Yes ,>5 to 10,1.0,0.0,2.0,57.0,6.0,0.0
2948.0,74312.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2298.0,46.0,Yes ,>10 to 15,0.0,0.0,2.0,6.0,2.0,0.0
2949.0,36857.0,PRINCIPAL_SUPERVISOR,1965.0,Australia,,2813.0,25.0,,Less than 0,0.0,0.0,0.0,2.0,3.0,0.0
2952.0,8772.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2763.0,25.0,,Less than 0,4.0,3.0,4.0,6.0,4.0,2.0
2954.0,115407.0,PRINCIPAL_SUPERVISOR,1970.0,Asia Pacific,,2878.0,25.0,Yes ,>=0 to 5,0.0,1.0,45.0,8.0,34.0,15.0
2956.0,79122.0,PRINCIPAL_SUPERVISOR,1950.0,Australia,,2763.0,25.0,,more than 15,0.0,1.0,53.0,14.0,10.0,9.0
2957.0,77622.0,CHIEF_INVESTIGATOR,1955.0,Australia,,1258.0,34.0,Yes ,>5 to 10,0.0,1.0,0.0,0.0,0.0,1.0
2957,500367.0,CHIEF_INVESTIGATOR,1965.0,Western Europe,,1258.0,34.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
2957,56097.0,CHIEF_INVESTIGATOR,1965.0,Australia,,1258.0,34.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2958.0,18237.0,CHIEF_INVESTIGATOR,1940.0,Australia,,2713.0,25.0,,more than 15,0.0,0.0,15.0,17.0,11.0,8.0
2961.0,73087.0,PRINCIPAL_SUPERVISOR,1955.0,Australia,,2773.0,25.0,Yes ,>5 to 10,0.0,0.0,11.0,7.0,4.0,3.0
2962.0,20497.0,CHIEF_INVESTIGATOR,1965.0,Middle East and Africa,Other,1258.0,34.0,Yes ,>5 to 10,2.0,1.0,0.0,5.0,0.0,1.0
2963.0,47947.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2298.0,46.0,Yes ,>=0 to 5,0.0,0.0,0.0,2.0,3.0,2.0
2964.0,95867.0,CHIEF_INVESTIGATOR,1965.0,Australia,,1258.0,34.0,,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
2965.0,72267.0,CHIEF_INVESTIGATOR,1960.0,Australia,,1998.0,19.0,Yes ,>10 to 15,3.0,0.0,13.0,13.0,13.0,6.0
2967.0,28262.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2298.0,46.0,Yes ,>5 to 10,0.0,0.0,0.0,2.0,1.0,3.0
2968.0,27102.0,CHIEF_INVESTIGATOR,1955.0,Eastern Europe,English,1623.0,13.0,,,0.0,0.0,0.0,4.0,2.0,9.0
2970.0,39812.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2603.0,25.0,Yes ,>=0 to 5,2.0,0.0,7.0,17.0,3.0,3.0
2971.0,39812.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2603.0,25.0,Yes ,>=0 to 5,2.0,0.0,7.0,17.0,3.0,3.0
2972.0,149107.0,CHIEF_INVESTIGATOR,1975.0,Australia,English,2628.0,25.0,,Less than 0,2.0,0.0,4.0,5.0,0.0,3.0
2973.0,34737.0,CHIEF_INVESTIGATOR,1970.0,North America,,2603.0,25.0,Yes ,Less than 0,3.0,8.0,2.0,8.0,10.0,1.0
2974.0,80692.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2298.0,46.0,Yes ,>10 to 15,2.0,2.0,1.0,2.0,2.0,0.0
2975.0,723197.0,CHIEF_INVESTIGATOR,1980.0,,,3098.0,31.0,,,1.0,0.0,0.0,0.0,0.0,0.0
2975,80062.0,CHIEF_INVESTIGATOR,1950.0,Australia,,3098.0,31.0,,Less than 0,0.0,1.0,0.0,0.0,0.0,0.0
2976.0,110472.0,CHIEF_INVESTIGATOR,1965.0,Australia,English,2973.0,25.0,,>=0 to 5,0.0,3.0,0.0,8.0,6.0,6.0
2976,110607.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2976,36252.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2973.0,25.0,Yes ,>=0 to 5,0.0,10.0,2.0,23.0,10.0,20.0
2977.0,64357.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,Yes ,>5 to 10,0.0,1.0,3.0,7.0,13.0,5.0
2977,11667.0,DELEGATED_RESEARCHER,1950.0,Australia,,2548.0,25.0,,more than 15,1.0,0.0,0.0,0.0,0.0,0.0
2977,78977.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2813.0,25.0,,Less than 0,1.0,0.0,4.0,17.0,29.0,8.0
2978.0,2022.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2668.0,25.0,Yes ,>5 to 10,1.0,2.0,2.0,9.0,11.0,8.0
2979.0,62902.0,CHIEF_INVESTIGATOR,1950.0,North America,,528.0,7.0,,Less than 0,1.0,3.0,0.0,0.0,1.0,0.0
2980.0,10662.0,CHIEF_INVESTIGATOR,1955.0,Australia,English,1258.0,34.0,Yes ,>5 to 10,1.0,1.0,2.0,2.0,6.0,0.0
2981.0,2022.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2668.0,25.0,Yes ,>5 to 10,1.0,2.0,2.0,9.0,11.0,8.0
2982.0,72957.0,CHIEF_INVESTIGATOR,1960.0,New Zealand,,3048.0,31.0,Yes ,>10 to 15,2.0,2.0,22.0,6.0,14.0,23.0
2983.0,60517.0,CHIEF_INVESTIGATOR,1965.0,Australia,,1098.0,1.0,Yes ,>=0 to 5,0.0,3.0,0.0,9.0,2.0,0.0
2984.0,500137.0,CHIEF_INVESTIGATOR,1975.0,North America,,3198.0,31.0,,,3.0,0.0,2.0,1.0,0.0,0.0
2985.0,139962.0,CHIEF_INVESTIGATOR,1970.0,Australia,English,3098.0,31.0,Yes ,>=0 to 5,1.0,3.0,1.0,0.0,2.0,0.0
2986.0,76297.0,PRINCIPAL_SUPERVISOR,1960.0,Australia,,2713.0,25.0,Yes ,>10 to 15,0.0,0.0,20.0,22.0,11.0,2.0
2986,82547.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2713.0,25.0,,more than 15,2.0,0.0,0.0,0.0,0.0,0.0
2987.0,72497.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3508.0,4.0,Yes ,>10 to 15,0.0,1.0,0.0,0.0,0.0,0.0
2988.0,65782.0,CHIEF_INVESTIGATOR,1950.0,Australia,,1098.0,1.0,Yes ,>=0 to 5,1.0,1.0,0.0,0.0,0.0,2.0
2989.0,126247.0,CHIEF_INVESTIGATOR,1965.0,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0
2989,85642.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3258.0,31.0,Yes ,>=0 to 5,5.0,7.0,0.0,0.0,0.0,0.0
2990.0,752.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3658.0,22.0,Yes ,>10 to 15,1.0,0.0,2.0,0.0,6.0,2.0
2990,80817.0,CHIEF_INVESTIGATOR,1945.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2991.0,70682.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3198.0,31.0,Yes ,more than 15,1.0,1.0,10.0,2.0,5.0,1.0
2991,3762.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3198.0,31.0,Yes ,>10 to 15,1.0,3.0,0.0,0.0,0.0,0.0
2991,748657.0,CHIEF_INVESTIGATOR,1970.0,Western Europe,,3198.0,31.0,Yes ,Less than 0,0.0,0.0,2.0,10.0,2.0,0.0
2992.0,500332.0,CHIEF_INVESTIGATOR,1970.0,Asia Pacific,,3508.0,4.0,Yes ,>=0 to 5,0.0,5.0,0.0,0.0,2.0,0.0
2993.0,500412.0,CHIEF_INVESTIGATOR,1970.0,Asia Pacific,Other,3258.0,31.0,,,0.0,1.0,0.0,3.0,0.0,2.0
2994.0,73402.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,3268.0,31.0,Yes ,>5 to 10,2.0,2.0,4.0,10.0,5.0,1.0
2995.0,758317.0,CHIEF_INVESTIGATOR,1975.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0
2996.0,36527.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2653.0,25.0,,>=0 to 5,3.0,5.0,0.0,0.0,0.0,0.0
2997.0,147382.0,CHIEF_INVESTIGATOR,1970.0,Western Europe,,2253.0,19.0,,,0.0,1.0,0.0,1.0,0.0,0.0
2997,147502.0,CHIEF_INVESTIGATOR,1970.0,Great Britain,English,2253.0,19.0,Yes ,>=0 to 5,1.0,2.0,0.0,0.0,0.0,0.0
2998.0,1797.0,CHIEF_INVESTIGATOR,1960.0,North America,,2678.0,25.0,Yes ,>5 to 10,4.0,14.0,0.0,9.0,7.0,0.0
2999.0,25207.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3708.0,10.0,Yes ,>=0 to 5,2.0,2.0,0.0,3.0,2.0,5.0
3000.0,54737.0,CHIEF_INVESTIGATOR,1975.0,Australia,English,3258.0,31.0,Yes ,>=0 to 5,0.0,1.0,0.0,1.0,1.0,0.0
3001.0,116057.0,CHIEF_INVESTIGATOR,1970.0,Australia,,828.0,7.0,,Less than 0,0.0,1.0,0.0,4.0,0.0,0.0
3002.0,12917.0,PRINCIPAL_SUPERVISOR,1955.0,Australia,,1038.0,1.0,,Less than 0,1.0,4.0,0.0,4.0,0.0,0.0
3002,1117.0,PRINCIPAL_SUPERVISOR,1955.0,Australia,,1038.0,1.0,Yes ,>=0 to 5,0.0,0.0,10.0,6.0,1.0,0.0
3003.0,74592.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3658.0,22.0,,>5 to 10,0.0,1.0,0.0,7.0,1.0,0.0
3004.0,495842.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2668.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
3005.0,73497.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3098.0,31.0,Yes ,>10 to 15,0.0,1.0,1.0,1.0,1.0,0.0
3006.0,19262.0,CHIEF_INVESTIGATOR,1955.0,Great Britain,,1623.0,13.0,Yes ,>5 to 10,1.0,2.0,18.0,7.0,8.0,0.0
3007.0,27752.0,CHIEF_INVESTIGATOR,1955.0,New Zealand,,2838.0,25.0,,>5 to 10,0.0,1.0,0.0,0.0,0.0,0.0
3008.0,77457.0,DELEGATED_RESEARCHER,1955.0,Asia Pacific,,2558.0,25.0,Yes ,>5 to 10,0.0,0.0,13.0,10.0,9.0,7.0
3009.0,49227.0,CHIEF_INVESTIGATOR,1970.0,Eastern Europe,,2628.0,25.0,Yes ,>=0 to 5,1.0,0.0,5.0,2.0,2.0,1.0
3010.0,641012.0,CHIEF_INVESTIGATOR,1975.0,,,2853.0,25.0,,>=0 to 5,0.0,2.0,0.0,2.0,0.0,0.0
3011.0,67842.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2653.0,25.0,Yes ,>5 to 10,0.0,4.0,7.0,25.0,10.0,2.0
3012.0,495452.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2763.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
3013.0,115867.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,1.0,0.0,4.0,6.0,5.0,13.0
3014.0,589572.0,CHIEF_INVESTIGATOR,1975.0,,,2678.0,25.0,,,1.0,0.0,0.0,0.0,1.0,1.0
3015.0,144267.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2763.0,25.0,Yes ,>=0 to 5,0.0,2.0,0.0,0.0,0.0,0.0
3016.0,76732.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2533.0,25.0,Yes ,>=0 to 5,1.0,0.0,5.0,13.0,0.0,0.0
3017.0,82547.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2713.0,25.0,,more than 15,2.0,1.0,28.0,50.0,11.0,7.0
3018.0,77807.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2578.0,25.0,Yes ,>=0 to 5,1.0,0.0,3.0,2.0,1.0,1.0
3019.0,84622.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2973.0,25.0,,>=0 to 5,0.0,6.0,8.0,10.0,2.0,5.0
3020.0,70487.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2853.0,25.0,,,0.0,2.0,1.0,6.0,4.0,7.0
3021.0,77067.0,CHIEF_INVESTIGATOR,1970.0,Australia,English,2668.0,25.0,Yes ,>5 to 10,1.0,1.0,5.0,1.0,2.0,0.0
3022.0,53027.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2628.0,25.0,Yes ,>=0 to 5,1.0,0.0,8.0,0.0,0.0,0.0
3023.0,78827.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2498.0,25.0,Yes ,more than 15,0.0,0.0,4.0,13.0,6.0,2.0
3025.0,438372.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2853.0,25.0,,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
3026.0,46132.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2893.0,25.0,Yes ,>=0 to 5,3.0,3.0,6.0,5.0,1.0,0.0
3027.0,3207.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2678.0,25.0,,Less than 0,0.0,1.0,2.0,3.0,1.0,4.0
3028.0,79277.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2773.0,25.0,,Less than 0,0.0,0.0,12.0,4.0,6.0,10.0
3029.0,13817.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3258.0,31.0,,>5 to 10,2.0,0.0,4.0,2.0,4.0,0.0
3030.0,497802.0,CHIEF_INVESTIGATOR,1955.0,,,2538.0,25.0,,>=0 to 5,0.0,1.0,1.0,4.0,0.0,0.0
3031.0,7342.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2553.0,25.0,Yes ,>5 to 10,0.0,2.0,6.0,2.0,0.0,1.0
3032.0,7362.0,CHIEF_INVESTIGATOR,1970.0,Western Europe,,2628.0,25.0,Yes ,>5 to 10,2.0,0.0,3.0,2.0,0.0,1.0
3033.0,133557.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2603.0,25.0,,>=0 to 5,2.0,0.0,6.0,5.0,7.0,0.0
3034.0,98757.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2628.0,25.0,Yes ,>=0 to 5,1.0,0.0,10.0,6.0,0.0,0.0
3035.0,43882.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2768.0,25.0,Yes ,>=0 to 5,0.0,7.0,3.0,7.0,3.0,2.0
3036.0,69262.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2653.0,25.0,Yes ,>10 to 15,1.0,0.0,7.0,12.0,7.0,8.0
3038.0,35562.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3123.0,31.0,Yes ,>=0 to 5,0.0,1.0,2.0,4.0,9.0,5.0
3038,134287.0,CHIEF_INVESTIGATOR,1975.0,Australia,,3123.0,31.0,Yes ,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0
3039.0,115217.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2763.0,25.0,Yes ,>=0 to 5,1.0,1.0,0.0,0.0,0.0,2.0
3042.0,636257.0,CHIEF_INVESTIGATOR,1980.0,,,2678.0,25.0,,Less than 0,1.0,1.0,3.0,1.0,0.0,0.0
3042,78887.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2678.0,25.0,Yes ,>5 to 10,0.0,2.0,0.0,0.0,0.0,0.0
3047.0,101582.0,CHIEF_INVESTIGATOR,1980.0,Australia,,3273.0,31.0,Yes ,Less than 0,1.0,0.0,0.0,0.0,0.0,0.0
3049.0,56447.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,,Less than 0,0.0,1.0,0.0,0.0,0.0,0.0
3050.0,730232.0,CHIEF_INVESTIGATOR,1970.0,,,2853.0,25.0,,,0.0,2.0,0.0,0.0,0.0,0.0
3051.0,74877.0,CHIEF_INVESTIGATOR,1950.0,Great Britain,,1033.0,1.0,Yes ,>10 to 15,2.0,0.0,0.0,3.0,3.0,0.0
3051,55347.0,CHIEF_INVESTIGATOR,1980.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
3053.0,82547.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2713.0,25.0,,more than 15,2.0,1.0,28.0,50.0,11.0,7.0
3055.0,500392.0,CHIEF_INVESTIGATOR,1975.0,,,2578.0,25.0,Yes ,,0.0,2.0,0.0,0.0,0.0,1.0
3057.0,370587.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2828.0,25.0,Yes ,Less than 0,1.0,0.0,0.0,0.0,0.0,0.0
3058.0,138567.0,CHIEF_INVESTIGATOR,1980.0,Australia,,2883.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,1.0,1.0,0.0
3059.0,143802.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,,,0.0,1.0,0.0,0.0,1.0,0.0
3060.0,68782.0,PRINCIPAL_SUPERVISOR,1960.0,Australia,,2728.0,25.0,,>10 to 15,0.0,0.0,1.0,5.0,1.0,2.0
3062.0,1012.0,CHIEF_INVESTIGATOR,1945.0,Australia,English,3123.0,31.0,Yes ,>5 to 10,0.0,0.0,10.0,1.0,12.0,0.0
